annotation,type,start,end
16116,Insult,89,112
16117,Insult,106,112
16120,Other Toxicity,38,45
16121,Insult,119,125
16122,Insult,119,125
16123,Insult,119,125
16125,Profane/Obscene,209,233
16126,Identity based Attack,198,207
16126,Identity based Attack,209,213
16126,Identity based Attack,215,233
16127,Insult,31,40
16129,Insult,31,40
16134,Insult,0,85
16136,Insult,8,13
16136,Identity based Attack,23,28
16137,Other Toxicity,0,13
16138,Other Toxicity,0,41
16142,Insult,112,116
16143,Insult,80,86
16144,Insult,80,86
16146,Insult,86,93
16147,Insult,27,36
16148,Insult,55,73
16149,Insult,55,73
16150,Insult,55,63
16151,Insult,197,204
16152,Other Toxicity,393,406
16153,Other Toxicity,0,25
16153,Other Toxicity,193,204
16155,Insult,72,78
16156,Insult,72,78
16157,Insult,3,7
16158,Insult,3,7
16159,Insult,3,7
16162,Insult,44,58
16163,Insult,0,7
16163,Insult,34,42
16164,Insult,34,42
16165,Insult,34,42
16165,Insult,0,7
16165,Insult,251,256
16166,Identity based Attack,139,145
16166,Insult,64,71
16167,Insult,7,32
16167,Insult,64,75
16167,Insult,139,145
16168,Insult,7,32
16168,Insult,64,75
16169,Insult,34,40
16170,Insult,34,40
16170,Insult,227,233
16171,Insult,34,40
16172,Insult,66,73
16175,Insult,229,235
16175,Profane/Obscene,6,49
16176,Insult,229,235
16177,Insult,40,49
16177,Insult,229,235
16178,Other Toxicity,356,366
16179,Insult,386,392
16180,Insult,386,392
16181,Insult,437,445
16182,Insult,437,445
16183,Insult,113,117
16184,Insult,122,128
16185,Insult,122,128
16186,Insult,122,128
16187,Insult,0,7
16188,Insult,55,61
16188,Insult,107,113
16189,Insult,55,61
16189,Other Toxicity,55,61
16189,Insult,107,113
16190,Insult,38,43
16191,Insult,38,43
16192,Insult,22,26
16193,Insult,24,40
16194,Insult,33,40
16195,Insult,13,40
16196,Insult,47,52
16198,Insult,25,52
16200,Insult,173,181
16201,Insult,96,104
16201,Insult,273,282
16202,Insult,37,46
16203,Insult,37,46
16204,Insult,35,44
16204,Profane/Obscene,51,55
16205,Insult,8,13
16206,Insult,0,7
16206,Insult,8,13
16207,Insult,8,13
16208,Insult,82,89
16209,Insult,75,81
16210,Profane/Obscene,82,89
16212,Identity based Attack,0,45
16213,Insult,17,32
16214,Insult,34,42
16215,Insult,34,48
16216,Insult,34,48
16217,Insult,169,175
16219,Insult,169,175
16219,Insult,362,381
16221,Insult,31,39
16222,Insult,194,201
16223,Insult,46,52
16224,Insult,46,52
16225,Insult,46,66
16226,Insult,63,78
16226,Other Toxicity,54,60
16227,Threat,17,20
16228,Insult,63,83
16230,Insult,116,124
16231,Profane/Obscene,39,43
16231,Other Toxicity,116,124
16232,Insult,855,864
16233,Insult,391,399
16234,Insult,395,399
16234,Insult,855,864
16236,Insult,4,9
16237,Insult,4,9
16238,Insult,247,256
16239,Insult,247,256
16240,Insult,247,256
16242,Insult,190,223
16243,Insult,40,49
16243,Insult,203,212
16243,Insult,217,223
16244,Insult,11,19
16245,Insult,11,19
16246,Insult,11,19
16247,Insult,18,27
16247,Identity based Attack,8,27
16248,Identity based Attack,8,27
16249,Insult,18,27
16251,Insult,11,24
16252,Insult,86,90
16253,Insult,258,262
16256,Identity based Attack,31,63
16258,Profane/Obscene,83,86
16258,Insult,353,358
16259,Insult,14,23
16260,Other Toxicity,90,102
16260,Insult,107,114
16261,Insult,107,114
16262,Identity based Attack,37,41
16264,Profane/Obscene,37,41
16266,Insult,20,26
16267,Insult,20,26
16268,Insult,0,4
16269,Insult,37,43
16272,Threat,17,29
16272,Threat,95,102
16272,Insult,130,159
16273,Insult,150,159
16274,Insult,5,10
16275,Insult,5,10
16276,Insult,5,17
16278,Profane/Obscene,0,4
16280,Insult,19,26
16282,Profane/Obscene,28,33
16283,Insult,23,32
16284,Insult,237,246
16285,Insult,23,32
16286,Insult,109,115
16287,Insult,109,115
16287,Insult,122,128
16288,Insult,109,128
16289,Insult,495,501
16289,Identity based Attack,495,501
16290,Identity based Attack,13,32
16291,Other Toxicity,548,556
16292,Insult,57,63
16294,Insult,57,63
16295,Profane/Obscene,215,221
16296,Insult,275,282
16297,Insult,275,282
16299,Insult,24,28
16299,Insult,33,38
16299,Insult,188,198
16301,Identity based Attack,23,30
16303,Other Toxicity,23,30
16304,Insult,81,94
16308,Insult,18,23
16309,Insult,18,23
16311,Insult,134,138
16314,Insult,183,189
16315,Insult,183,189
16318,Threat,0,9
16319,Insult,24,29
16320,Insult,24,29
16320,Identity based Attack,50,56
16321,Insult,24,29
16321,Identity based Attack,42,56
16322,Insult,411,417
16324,Insult,53,59
16324,Insult,411,417
16324,Insult,438,444
16325,Identity based Attack,11,31
16326,Insult,22,31
16327,Insult,22,31
16328,Insult,99,103
16329,Insult,95,103
16331,Insult,29,35
16331,Insult,117,123
16332,Insult,117,123
16333,Insult,29,35
16333,Insult,117,123
16334,Insult,150,159
16336,Insult,150,159
16338,Identity based Attack,36,40
16339,Threat,36,44
16341,Insult,0,32
16342,Profane/Obscene,16,21
16343,Profane/Obscene,51,54
16345,Insult,51,54
16346,Insult,22,28
16348,Insult,22,28
16350,Insult,14,20
16351,Insult,14,20
16352,Insult,0,6
16353,Insult,23,28
16354,Insult,23,28
16355,Identity based Attack,314,327
16355,Identity based Attack,296,311
16356,Insult,296,304
16357,Insult,296,304
16357,Insult,314,322
16359,Insult,12,17
16360,Insult,12,17
16361,Identity based Attack,9,15
16364,Insult,272,281
16366,Insult,214,220
16367,Insult,153,161
16368,Insult,146,161
16369,Insult,146,161
16371,Identity based Attack,36,49
16373,Profane/Obscene,0,4
16374,Profane/Obscene,0,4
16375,Profane/Obscene,0,4
16376,Threat,103,114
16376,Insult,326,334
16376,Insult,336,347
16377,Insult,341,347
16378,Insult,103,107
16380,Insult,94,100
16381,Threat,47,92
16381,Profane/Obscene,94,100
16384,Insult,1,8
16386,Insult,61,92
16386,Insult,95,117
16387,Insult,75,92
16387,Insult,179,187
16388,Insult,120,126
16389,Insult,120,126
16390,Insult,120,126
16391,Insult,46,50
16392,Insult,7,13
16393,Insult,7,13
16393,Insult,31,40
16397,Insult,37,44
16399,Insult,37,44
16402,Insult,126,132
16407,Insult,72,77
16408,Insult,72,77
16411,Insult,17,23
16412,Insult,36,41
16414,Identity based Attack,14,26
16416,Profane/Obscene,54,57
16417,Profane/Obscene,46,57
16419,Insult,7,13
16419,Insult,135,141
16420,Insult,7,13
16420,Insult,142,147
16420,Identity based Attack,153,157
16421,Insult,44,49
16422,Insult,44,49
16423,Insult,44,49
16425,Insult,5,10
16426,Insult,0,19
16428,Insult,27,36
16429,Insult,49,62
16430,Insult,29,36
16431,Insult,20,36
16432,Identity based Attack,29,36
16434,Threat,0,4
16435,Insult,0,4
16436,Insult,4,9
16437,Profane/Obscene,35,39
16437,Threat,4,9
16437,Insult,4,9
16438,Insult,4,9
16438,Insult,35,39
16439,Identity based Attack,42,70
16439,Insult,86,108
16440,Insult,29,38
16440,Insult,98,104
16441,Insult,98,108
16441,Identity based Attack,79,84
16443,Insult,11,19
16444,Insult,11,19
16444,Insult,167,185
16444,Insult,253,265
16445,Insult,56,65
16447,Insult,56,65
16448,Insult,9,14
16448,Insult,51,56
16449,Insult,9,56
16450,Insult,51,56
16451,Profane/Obscene,22,40
16452,Insult,22,34
16453,Profane/Obscene,48,54
16455,Insult,86,98
16455,Insult,201,207
16456,Insult,201,207
16457,Profane/Obscene,8,12
16458,Profane/Obscene,8,19
16459,Profane/Obscene,8,12
16461,Insult,32,37
16462,Insult,32,37
16463,Insult,29,39
16464,Insult,24,39
16465,Insult,29,39
16467,Insult,21,30
16468,Identity based Attack,0,30
16470,Insult,233,238
16471,Insult,41,45
16471,Insult,224,238
16472,Insult,74,83
16473,Insult,74,83
16474,Identity based Attack,66,83
16475,Insult,36,49
16476,Insult,41,49
16477,Insult,0,49
16478,Insult,112,118
16480,Insult,15,20
16483,Insult,40,45
16484,Insult,77,83
16486,Insult,77,83
16493,Insult,20,29
16494,Insult,35,61
16495,Insult,35,40
16495,Other Toxicity,41,45
16495,Insult,46,51
16495,Other Toxicity,8,12
16496,Threat,20,29
16497,Insult,153,158
16500,Insult,50,55
16501,Insult,50,55
16504,Insult,36,61
16506,Insult,4,9
16507,Other Toxicity,0,42
16508,Insult,8,14
16509,Other Toxicity,8,14
16510,Insult,8,14
16514,Insult,140,151
16515,Insult,157,170
16516,Identity based Attack,179,184
16518,Other Toxicity,130,252
16519,Identity based Attack,157,182
16520,Insult,38,46
16521,Insult,38,46
16522,Insult,38,46
16525,Insult,23,38
16526,Insult,27,36
16527,Other Toxicity,27,43
16528,Insult,27,43
16528,Insult,14,18
16529,Identity based Attack,22,29
16530,Insult,6,37
16531,Profane/Obscene,22,29
16531,Insult,118,127
16534,Insult,147,154
16536,Insult,18,26
16537,Insult,232,240
16538,Other Toxicity,666,676
16539,Insult,154,161
16539,Insult,300,307
16539,Insult,545,552
16539,Insult,679,685
16540,Insult,8,13
16540,Threat,154,171
16540,Insult,582,591
16540,Insult,606,622
16541,Insult,7,13
16543,Insult,7,13
16545,Insult,31,43
16545,Profane/Obscene,132,135
16545,Other Toxicity,177,182
16545,Other Toxicity,194,202
16545,Other Toxicity,203,211
16545,Identity based Attack,287,293
16546,Profane/Obscene,161,182
16546,Other Toxicity,184,201
16546,Insult,287,293
16547,Insult,22,28
16547,Insult,116,122
16548,Insult,22,28
16548,Insult,116,122
16549,Insult,22,28
16549,Insult,109,122
16551,Insult,35,40
16551,Other Toxicity,0,7
16552,Insult,35,40
16553,Insult,48,53
16554,Insult,48,53
16555,Insult,48,53
16556,Identity based Attack,24,29
16557,Insult,10,16
16558,Insult,41,61
16559,Insult,24,31
16560,Insult,24,31
16561,Insult,24,31
16563,Insult,102,107
16563,Insult,75,84
16564,Insult,94,107
16565,Identity based Attack,15,19
16566,Insult,15,19
16567,Profane/Obscene,0,19
16569,Threat,162,469
16570,Insult,544,635
16570,Insult,475,505
16571,Profane/Obscene,33,39
16572,Insult,15,26
16573,Identity based Attack,33,39
16573,Insult,15,26
16573,Insult,82,91
16574,Insult,7,14
16575,Insult,7,14
16575,Other Toxicity,165,175
16576,Insult,7,14
16576,Other Toxicity,16,46
16578,Insult,4,11
16579,Profane/Obscene,65,72
16581,Insult,194,200
16583,Insult,167,173
16584,Other Toxicity,134,139
16585,Insult,134,139
16587,Insult,14,18
16587,Profane/Obscene,14,18
16588,Insult,0,18
16590,Insult,9,13
16591,Insult,9,13
16594,Insult,0,5
16595,Insult,226,232
16596,Other Toxicity,97,105
16596,Other Toxicity,186,189
16596,Insult,221,231
16597,Insult,226,232
16599,Identity based Attack,36,39
16602,Insult,3,10
16603,Profane/Obscene,3,10
16603,Profane/Obscene,277,285
16607,Insult,9,16
16608,Other Toxicity,28,36
16609,Insult,83,87
16611,Other Toxicity,71,94
16612,Threat,29,52
16612,Profane/Obscene,60,64
16614,Insult,99,105
16615,Insult,99,105
16617,Profane/Obscene,11,23
16618,Identity based Attack,6,150
16620,Insult,11,148
16621,Identity based Attack,22,29
16621,Identity based Attack,102,109
16622,Insult,64,79
16623,Insult,64,72
16624,Other Toxicity,64,72
16625,Profane/Obscene,112,119
16626,Insult,112,119
16627,Insult,112,119
16628,Insult,4,9
16628,Profane/Obscene,64,71
16628,Insult,120,126
16629,Insult,120,126
16630,Insult,60,82
16630,Insult,116,135
16632,Insult,264,269
16632,Identity based Attack,225,231
16638,Insult,126,132
16639,Insult,126,132
16640,Identity based Attack,0,24
16642,Profane/Obscene,11,19
16643,Profane/Obscene,28,35
16643,Insult,82,89
16644,Insult,28,35
16645,Profane/Obscene,22,35
16645,Profane/Obscene,82,103
16646,Insult,238,244
16646,Identity based Attack,271,290
16646,Insult,359,368
16647,Insult,238,244
16647,Insult,359,368
16648,Insult,238,244
16649,Insult,23,29
16650,Profane/Obscene,23,29
16651,Insult,23,29
16653,Insult,262,268
16654,Insult,262,268
16655,Other Toxicity,43,55
16658,Insult,49,66
16659,Insult,49,54
16660,Insult,49,54
16662,Insult,9,16
16663,Insult,0,16
16663,Profane/Obscene,9,16
16666,Threat,0,43
16667,Insult,113,119
16668,Insult,113,119
16669,Identity based Attack,151,178
16669,Insult,244,250
16670,Insult,48,56
16671,Insult,352,359
16672,Profane/Obscene,48,56
16676,Identity based Attack,326,486
16677,Insult,0,6
16678,Insult,0,6
16679,Insult,43,56
16680,Insult,43,50
16684,Identity based Attack,185,219
16687,Insult,297,301
16687,Insult,24,28
16687,Other Toxicity,190,205
16689,Insult,0,13
16690,Insult,0,6
16690,Insult,15,24
16692,Insult,0,993
16694,Insult,4,10
16695,Insult,4,10
16696,Insult,15,20
16697,Insult,6,11
16698,Insult,6,11
16699,Insult,0,11
16702,Insult,110,116
16706,Other Toxicity,74,80
16707,Insult,74,80
16708,Insult,74,80
16709,Insult,12,18
16710,Insult,12,18
16711,Insult,12,18
16711,Other Toxicity,12,18
16712,Profane/Obscene,0,7
16713,Insult,0,7
16714,Insult,0,7
16716,Other Toxicity,319,330
16717,Insult,7,15
16718,Identity based Attack,64,76
16719,Insult,64,68
16720,Insult,64,68
16722,Insult,0,5
16723,Other Toxicity,0,5
16726,Insult,466,472
16729,Identity based Attack,0,52
16730,Profane/Obscene,485,489
16732,Insult,485,489
16733,Profane/Obscene,33,41
16735,Insult,12,19
16737,Insult,0,14
16738,Other Toxicity,0,7
16738,Insult,8,14
16739,Insult,19,25
16740,Insult,19,25
16741,Insult,19,25
16742,Insult,49,55
16744,Insult,49,55
16745,Other Toxicity,0,33
16746,Insult,141,147
16747,Insult,141,147
16748,Profane/Obscene,33,37
16748,Profane/Obscene,17,21
16749,Insult,33,37
16749,Insult,17,21
16750,Insult,17,21
16751,Insult,28,46
16753,Insult,16,46
16755,Insult,19,24
16756,Insult,19,24
16757,Profane/Obscene,171,175
16758,Insult,161,167
16759,Identity based Attack,161,175
16760,Other Toxicity,366,375
16764,Insult,60,99
16765,Insult,60,99
16766,Insult,96,105
16767,Insult,89,95
16767,Insult,96,105
16767,Insult,191,194
16772,Other Toxicity,177,185
16773,Insult,8,12
16773,Insult,51,61
16774,Insult,8,12
16777,Insult,132,141
16779,Insult,286,296
16781,Other Toxicity,0,8
16781,Other Toxicity,62,66
16783,Insult,47,52
16784,Identity based Attack,11,18
16785,Insult,64,70
16786,Insult,64,70
16786,Insult,11,18
16787,Insult,73,84
16789,Insult,75,85
16790,Other Toxicity,148,167
16791,Insult,102,112
16792,Other Toxicity,129,167
16794,Insult,31,36
16795,Insult,31,36
16798,Threat,31,36
16799,Insult,24,28
16801,Insult,24,28
16803,Identity based Attack,223,258
16803,Insult,262,283
16803,Insult,273,283
16804,Insult,273,283
16806,Insult,35,40
16807,Insult,35,40
16808,Profane/Obscene,201,209
16809,Other Toxicity,7,15
16810,Insult,7,15
16811,Identity based Attack,0,194
16812,Profane/Obscene,0,24
16812,Insult,26,193
16813,Insult,67,74
16815,Threat,3,157
16816,Threat,29,74
16817,Other Toxicity,390,394
16820,Profane/Obscene,7,12
16820,Profane/Obscene,152,157
16820,Identity based Attack,140,157
16821,Insult,7,12
16822,Profane/Obscene,7,12
16823,Insult,15,21
16824,Insult,15,21
16825,Insult,15,21
16827,Insult,70,76
16827,Insult,83,89
16828,Insult,70,76
16828,Insult,83,89
16831,Insult,46,50
16832,Insult,123,127
16833,Profane/Obscene,123,127
16834,Profane/Obscene,123,133
16836,Other Toxicity,39,43
16837,Identity based Attack,0,13
16840,Identity based Attack,80,103
16842,Insult,8,13
16843,Insult,8,13
16844,Insult,53,59
16845,Insult,53,59
16846,Insult,53,59
16847,Insult,25,31
16849,Insult,25,49
16850,Identity based Attack,27,43
16850,Insult,148,154
16851,Insult,148,154
16851,Identity based Attack,148,154
16852,Insult,148,154
16853,Insult,90,96
16854,Insult,90,96
16855,Insult,90,96
16856,Insult,137,141
16856,Insult,167,175
16860,Threat,75,109
16861,Threat,279,383
16861,Insult,564,570
16861,Insult,575,583
16864,Profane/Obscene,61,65
16866,Insult,663,667
16867,Insult,257,267
16870,Identity based Attack,322,359
16871,Insult,44,58
16872,Identity based Attack,129,141
16872,Insult,52,58
16876,Insult,221,226
16878,Insult,16,20
16878,Insult,0,5
16878,Insult,7,11
16879,Insult,0,44
16882,Insult,297,305
16883,Insult,0,4
16884,Other Toxicity,63,74
16885,Insult,0,4
16885,Threat,34,48
16885,Threat,164,178
16887,Insult,11,15
16888,Other Toxicity,11,15
16891,Identity based Attack,35,44
16892,Insult,116,123
16893,Insult,28,34
16894,Other Toxicity,253,263
16896,Threat,16,27
16896,Insult,115,121
16896,Insult,653,659
16897,Insult,16,27
16897,Insult,653,659
16899,Insult,5,13
16901,Insult,6,11
16902,Insult,6,11
16903,Other Toxicity,0,11
16905,Insult,64,70
16906,Insult,64,70
16906,Insult,97,102
16907,Profane/Obscene,270,284
16909,Other Toxicity,270,284
16910,Insult,0,38
16911,Insult,34,38
16913,Insult,146,154
16914,Insult,49,54
16915,Insult,131,136
16916,Insult,20,27
16917,Insult,20,27
16918,Insult,20,27
16919,Profane/Obscene,1,8
16920,Insult,12,20
16921,Profane/Obscene,1,8
16921,Insult,12,20
16921,Identity based Attack,299,312
16921,Insult,836,845
16925,Insult,177,187
16926,Insult,177,187
16927,Identity based Attack,209,227
16928,Identity based Attack,53,62
16928,Insult,83,93
16929,Profane/Obscene,64,72
16930,Insult,32,41
16930,Profane/Obscene,53,62
16930,Profane/Obscene,64,68
16932,Insult,9,15
16933,Insult,54,57
16934,Insult,23,33
16935,Insult,23,33
16936,Insult,23,33
16938,Insult,88,94
16939,Insult,88,94
16940,Insult,7,13
16941,Threat,7,18
16942,Insult,7,13
16943,Insult,8,17
16944,Insult,51,60
16944,Insult,73,77
16945,Insult,73,77
16945,Insult,51,60
16946,Insult,843,849
16946,Insult,695,698
16947,Insult,843,849
16948,Insult,843,849
16949,Insult,609,615
16950,Insult,609,615
16951,Insult,609,615
16954,Insult,60,66
16956,Insult,338,344
16960,Insult,9,14
16960,Insult,147,155
16960,Insult,160,164
16961,Insult,0,6
16962,Insult,0,6
16963,Insult,0,6
16963,Identity based Attack,0,6
16965,Insult,265,271
16966,Insult,265,271
16967,Insult,168,174
16969,Insult,168,174
16971,Insult,152,158
16972,Insult,152,158
16972,Insult,160,164
16973,Profane/Obscene,144,151
16974,Threat,62,107
16975,Insult,144,151
16976,Threat,92,106
16978,Profane/Obscene,92,96
16980,Insult,68,78
16981,Insult,73,78
16982,Insult,8,14
16983,Insult,8,14
16984,Profane/Obscene,0,14
16986,Identity based Attack,0,4
16988,Threat,62,72
16989,Identity based Attack,23,72
16989,Identity based Attack,103,115
16990,Identity based Attack,23,28
16990,Identity based Attack,33,39
16990,Identity based Attack,103,108
16990,Threat,49,72
16991,Insult,13,17
16992,Insult,13,17
16993,Insult,13,17
16994,Insult,80,85
16995,Insult,80,85
16996,Insult,68,85
16999,Insult,38,56
17002,Insult,68,73
17005,Insult,26,30
17008,Insult,10,15
17010,Insult,73,77
17012,Insult,30,36
17014,Insult,20,29
17017,Insult,18,25
17019,Other Toxicity,0,37
17020,Identity based Attack,0,12
17022,Insult,83,88
17023,Insult,83,88
17024,Insult,103,110
17025,Identity based Attack,103,110
17026,Insult,103,110
17029,Profane/Obscene,51,55
17031,Insult,15,21
17034,Insult,4,9
17035,Insult,0,9
17037,Insult,189,198
17039,Insult,7,12
17040,Insult,7,12
17041,Insult,7,12
17042,Insult,146,152
17043,Insult,146,152
17044,Insult,33,38
17044,Insult,146,152
17046,Insult,367,373
17047,Insult,367,373
17048,Insult,3,7
17050,Profane/Obscene,0,7
17052,Insult,8,12
17052,Insult,27,31
17053,Insult,8,12
17054,Other Toxicity,28,34
17055,Insult,28,34
17056,Insult,28,34
17058,Insult,0,4
17059,Insult,0,4
17059,Insult,6,17
17060,Identity based Attack,32,39
17060,Identity based Attack,950,954
17061,Profane/Obscene,32,39
17062,Insult,32,39
17062,Insult,950,959
17064,Insult,17,29
17065,Insult,25,30
17067,Insult,21,50
17068,Insult,21,31
17068,Insult,51,54
17069,Other Toxicity,40,44
17071,Insult,40,44
17075,Identity based Attack,6,21
17076,Threat,6,13
17077,Identity based Attack,6,13
17078,Insult,496,500
17079,Insult,311,322
17080,Insult,496,500
17081,Insult,24,29
17083,Insult,24,29
17084,Insult,4,9
17085,Insult,4,9
17086,Insult,4,9
17088,Other Toxicity,7,14
17089,Profane/Obscene,7,14
17090,Profane/Obscene,28,31
17090,Profane/Obscene,28,31
17091,Insult,18,27
17091,Insult,48,53
17092,Insult,18,27
17093,Insult,74,80
17094,Insult,74,80
17097,Insult,4,11
17098,Profane/Obscene,102,106
17101,Insult,11,16
17102,Insult,6,12
17103,Insult,6,12
17104,Insult,6,12
17105,Profane/Obscene,230,239
17107,Insult,247,253
17108,Insult,55,61
17109,Insult,55,61
17110,Insult,28,39
17110,Insult,55,61
17112,Insult,14,20
17113,Insult,0,134
17116,Identity based Attack,0,563
17117,Insult,0,107
17118,Insult,14,19
17118,Insult,159,164
17119,Insult,0,37
17119,Insult,109,164
17119,Profane/Obscene,139,164
17121,Insult,7,16
17123,Insult,15,21
17124,Insult,15,27
17125,Profane/Obscene,15,27
17127,Insult,64,70
17130,Profane/Obscene,51,59
17131,Insult,51,59
17132,Insult,61,66
17133,Insult,61,66
17134,Insult,61,66
17135,Insult,0,4
17136,Insult,0,7
17137,Profane/Obscene,0,7
17139,Insult,14,21
